order_id,product_id,category,price,shipping_cost,revenue
10318,P9773,Books,17.56,3.29,20.85
10319,P6431,Home,88.25,9.87,98.12
10319,P1223,Beauty,29.03,7.95,36.98
10320,P4768,Electronics,17.91,2.53,20.44
10320,P5463,Books,66.16,2.08,68.24
10320,P7565,Books,15.29,6.59,21.88
10320,P2391,Apparel,69.75,7.36,77.11
10321,P4183,Electronics,77.49,8.15,85.64
10321,P7965,Sports,89.33,8.07,97.4
10323,P8037,Books,80.17,5,85.17
10323,P5563,Electronics,36.36,5.39,41.75
10323,P9300,Beauty,44.06,9.32,53.38
10324,P7510,Beauty,43.02,15.21,58.23
10327,P6089,Home,69.46,1.48,70.94
10327,P2370,Home,27.26,8.55,35.81
10327,P9025,Electronics,80.12,2.82,82.94
10327,P8758,Sports,40.73,1.92,42.65
10329,P6266,Books,32.09,1.27,33.36
10329,P1091,Books,49.92,3.42,53.34
10329,P9007,Home,59.72,6.34,66.06
10330,P2334,Sports,49.1,6.22,55.32
10330,P3085,Electronics,38.98,0.65,39.63
10330,P3722,Electronics,18.3,6.29,24.59
10330,P1639,Apparel,39.91,8.16,48.07
10331,P3291,Apparel,76.09,6.14,82.23
10331,P1151,Books,103.15,4.89,108.04
10331,P5441,Home,20.62,11.64,32.26
10331,P3718,Sports,42.96,10.39,53.35
10332,P3217,Beauty,68.95,12.94,81.89
10332,P1160,Apparel,76.88,11.46,88.34
10332,P2098,Home,62.94,2.07,65.01
10333,P2537,Home,112.53,3.11,115.64
10334,P6651,Home,103.05,13.78,116.83
10335,P7982,Home,27.88,7.66,35.54
10335,P7607,Sports,62.78,3.09,65.87
10337,P4546,Electronics,96.69,1.61,98.3
10337,P3075,Home,36.36,8.79,45.15
10338,P5542,Home,50.73,7.17,57.9
10338,P8756,Books,73.91,5.61,79.52
10338,P4546,Apparel,18.78,6.58,25.36
10338,P3348,Electronics,78.48,5.17,83.65
10340,P9198,Beauty,72.02,3.43,75.45
10340,P7316,Electronics,30.54,4.12,34.66
10340,P9552,Books,53.4,3.27,56.67
10340,P4504,Home,58.9,9.26,68.16
10341,P8235,Books,16.8,3.67,20.47
10341,P2970,Beauty,60.09,2.11,62.2
10341,P3916,Sports,76.14,5.48,81.62
10342,P4129,Sports,49.49,8.38,57.87
10342,P1174,Beauty,34.94,7.84,42.78
10343,P1212,Home,77.4,4.22,81.62
10344,P1719,Books,27.15,4.02,31.17
10346,P1498,Home,54.62,8.15,62.77
10346,P8446,Books,78.32,8.38,86.7
10346,P9938,Beauty,19.22,6.3,25.52
10347,P3509,Home,14.6,13.95,28.55
10348,P2956,Apparel,22.46,13.01,35.47
10348,P6148,Electronics,74.96,11.09,86.05
10350,P6185,Home,124.61,12.46,137.07
10351,P1232,Sports,115.54,5.72,121.26
10351,P2007,Books,69.11,13.07,82.18
10352,P3833,Sports,38.48,7.72,46.2
10352,P1052,Books,116.58,12.79,129.37
10352,P6594,Home,49.18,5.36,54.54
10353,P1329,Books,16.29,3.51,19.8
10353,P7136,Apparel,88.77,2.4,91.17
10354,P1873,Books,120.45,2.07,122.52
10354,P3300,Beauty,113.18,2.78,115.96
10355,P4264,Apparel,92.87,2.99,95.86
10355,P8202,Apparel,107.63,2.84,110.47
10355,P6957,Home,16.78,3.9,20.68
10355,P3793,Home,86.43,5.74,92.17
10359,P5729,Home,97.02,9.88,106.9
10359,P5406,Apparel,55.93,14.03,69.96
10359,P4575,Electronics,79.07,3.05,82.12
10359,P9471,Beauty,44.93,13.35,58.28
10360,P7099,Beauty,30.76,9.15,39.91
10360,P1554,Sports,65.43,9.18,74.61
10361,P6865,Home,97.5,1.45,98.95
10361,P1356,Home,31.74,7.94,39.68
10361,P8126,Beauty,119.37,6.63,126
10363,P6535,Apparel,37.78,4.66,42.44
10363,P4838,Beauty,87.45,3.75,91.2
10363,P5413,Sports,20.91,5.32,26.23
10363,P9391,Sports,55.05,0.35,55.4
10364,P1881,Apparel,57.61,6.62,64.23
10364,P6670,Electronics,29.85,6.43,36.28
10365,P4331,Home,14.4,2.4,16.8
10365,P7131,Beauty,15.33,2.49,17.82
10365,P8713,Electronics,52.07,3.51,55.58
10367,P7350,Books,24.63,7.7,32.33
10367,P7551,Apparel,30.56,7.85,38.41
10367,P7956,Home,76.01,6.89,82.9
10367,P9000,Sports,36.48,0.6,37.08
10368,P4852,Apparel,139.35,2.78,142.13
10369,P4079,Electronics,71.74,1.48,73.22
10369,P6563,Electronics,28.29,4.66,32.95
10369,P5668,Beauty,72.59,4.57,77.16
10369,P1570,Home,45.85,8.81,54.66
10370,P2661,Beauty,127.79,5.41,133.2
10371,P9306,Electronics,18.21,1.08,19.29
10371,P7581,Beauty,59.41,0.1,59.51
10371,P5237,Beauty,66.07,2.55,68.62
10371,P8377,Books,55.31,5.07,60.38
10372,P2310,Beauty,87.81,5.98,93.79
10372,P5224,Apparel,11.41,14.79,26.2
10375,P7050,Beauty,34.38,7.47,41.85
10375,P1385,Home,38.98,5.67,44.65
10375,P7833,Sports,26.55,2.46,29.01
10375,P1583,Electronics,40.63,2.5,43.13
10376,P5073,Books,12.92,9.46,22.38
10376,P3369,Apparel,18.59,1.21,19.8
10376,P6658,Books,67.56,11.44,79
10378,P1665,Books,129.86,8.88,138.74
10378,P2656,Electronics,57.95,0.6,58.55
10380,P2298,Electronics,20.02,6.27,26.29
10380,P5275,Beauty,81.27,6.66,87.93
10380,P4993,Home,53.87,4.53,58.4
10380,P8748,Books,68.24,3.14,71.38
10381,P3969,Sports,58.24,5.08,63.32
10381,P4393,Books,27.94,0.04,27.98
10381,P5501,Electronics,66.91,5.52,72.43
10382,P5715,Electronics,69.75,2.11,71.86
10382,P7893,Books,70.02,7.92,77.94
10384,P1205,Sports,44.86,9.71,54.57
10384,P8280,Home,40.15,3.62,43.77
10384,P4451,Apparel,51.97,7.75,59.72
10385,P2361,Books,81.24,15.37,96.61
10387,P6761,Apparel,101.37,2.6,103.97
10388,P9040,Electronics,64.51,2.39,66.9
10388,P7200,Apparel,35.02,4.51,39.53
10388,P7483,Sports,79.99,1.04,81.03
10388,P5740,Apparel,22.17,0.93,23.1
10389,P5569,Home,64.5,3.51,68.01
10389,P6206,Home,66.01,5.29,71.3
10389,P7618,Sports,47.59,3.3,50.89
10389,P8363,Beauty,64.93,2.41,67.34
10390,P7280,Books,19.1,7.62,26.72
10390,P7722,Sports,56.8,8.18,64.98
10390,P3270,Apparel,55.5,5.2,60.7
10390,P7697,Sports,54.2,8.39,62.59
10391,P8731,Sports,25.19,4.78,29.97
10391,P7378,Books,12.73,3.11,15.84
10391,P3644,Sports,45.69,1.62,47.31
10392,P1506,Home,28.69,0.98,29.67
10392,P8268,Apparel,91.24,6.92,98.16
10394,P6427,Beauty,83.23,1.73,84.96
10394,P2144,Apparel,46.05,11.26,57.31
10395,P5260,Beauty,18.88,5.95,24.83
10395,P9751,Books,81.04,10.21,91.25
10395,P1979,Books,12.67,6.86,19.53
10395,P1653,Home,117.57,11.81,129.38
10396,P3768,Sports,91.99,1.33,93.32
10396,P4982,Home,54,4.06,58.06
10396,P2213,Beauty,31.39,1.16,32.55
10397,P5225,Books,75.14,12.29,87.43
10397,P3294,Sports,50.48,0.56,51.04
10397,P7076,Apparel,86.37,0.4,86.77
10399,P5992,Home,79.67,1.33,81
10399,P3530,Beauty,61.5,5.66,67.16
10399,P5789,Books,68.73,1.08,69.81
10400,P5963,Books,28.24,8.6,36.84
10400,P9332,Apparel,61.84,2.62,64.46
10400,P8814,Books,88.82,5.22,94.04
10401,P9209,Home,104.14,9.17,113.31
10401,P8950,Home,86.59,5.9,92.49
10403,P2060,Apparel,78.34,5.74,84.08
10403,P3459,Home,41.78,3.12,44.9
10403,P2959,Home,95.92,11.02,106.94
10403,P1199,Books,37.85,7.54,45.39
10405,P7528,Books,39.88,10.36,50.24
10405,P2100,Books,24.79,5.14,29.93
10406,P5015,Apparel,47.68,11.53,59.21
10406,P1659,Apparel,110.81,7.11,117.92
10408,P2043,Sports,50.8,11.6,62.4
10408,P4728,Apparel,86.49,0.95,87.44
10408,P8606,Apparel,95.68,9.07,104.75
10410,P9886,Beauty,22.54,3.08,25.62
10411,P2827,Home,50.23,4.89,55.12
10411,P4191,Books,75.1,6.53,81.63
10411,P8475,Sports,68.77,5.16,73.93
10411,P5435,Electronics,25.34,3.42,28.76
10412,P5510,Home,73.59,2.09,75.68
10412,P8209,Books,49.6,2.6,52.2
10412,P8988,Electronics,82.22,7.94,90.16
10413,P8261,Books,30.5,8.04,38.54
10413,P3992,Home,57.53,4.68,62.21
10413,P4493,Apparel,68.95,6.63,75.58
10413,P9690,Home,46.49,2.78,49.27
10414,P3814,Apparel,38.34,6.17,44.51
10414,P9461,Apparel,99.23,2.46,101.69
10414,P5413,Beauty,105.55,12.3,117.85
10415,P6166,Apparel,51.27,10.57,61.84
10415,P7834,Beauty,51.51,8.19,59.7
10415,P7697,Electronics,113.16,5.88,119.04
10416,P7119,Apparel,57.51,2.15,59.66
10416,P6336,Electronics,30.83,6.64,37.47
10418,P5488,Apparel,100.32,6.86,107.18
10418,P8859,Electronics,21.24,2.51,23.75
10419,P8979,Electronics,66.85,3.28,70.13
10419,P7144,Apparel,27.57,5.1,32.67
10419,P5522,Electronics,13.55,5.38,18.93
10419,P2819,Sports,34.57,7.76,42.33
10420,P2441,Apparel,77.31,7.19,84.5
10420,P5271,Beauty,37.03,7.17,44.2
10421,P2114,Books,7.31,6.49,13.8
10421,P6918,Books,61.38,2.64,64.02
10421,P6263,Beauty,64.18,1.81,65.99
10423,P3298,Home,52.93,7.83,60.76
10423,P8968,Electronics,55.95,3.59,59.54
10423,P9392,Electronics,70.8,0.5,71.3
10424,P2099,Sports,82.04,8.97,91.01
10424,P2840,Books,21.4,1.44,22.84
10424,P2437,Sports,33.44,8.01,41.45
10425,P2197,Sports,64.83,1.84,66.67
10425,P8393,Books,45.14,2.66,47.8
10425,P3976,Books,20.09,3.18,23.27
10425,P8084,Books,58.1,4.37,62.47
10426,P7388,Sports,47.69,8.72,56.41
10426,P3465,Electronics,10.44,4.51,14.95
10426,P6351,Home,121.02,8.17,129.19
10426,P6810,Sports,69.09,9.3,78.39
10427,P3975,Apparel,122.95,3.21,126.16
10427,P1646,Electronics,14.22,9.39,23.61
10428,P4770,Electronics,31.28,2.65,33.93
10428,P7951,Books,21.97,2.55,24.52
10428,P6821,Home,23.86,7.73,31.59
10429,P1806,Books,72.57,1.75,74.32
10429,P7234,Beauty,39.98,1.67,41.65
10429,P3868,Sports,69.45,0.78,70.23
10429,P2993,Sports,77.2,6.08,83.28
10430,P9305,Beauty,38.21,15.37,53.58
10430,P8486,Home,79.99,7.93,87.92
10430,P7558,Electronics,11.45,12.53,23.98
10431,P2069,Home,62.87,4.84,67.71
10432,P6296,Beauty,12.71,15.04,27.75
10432,P1151,Electronics,30.89,3.89,34.78
10432,P8697,Apparel,85.92,2.18,88.1
10432,P5801,Electronics,19.3,12.52,31.82
10434,P6981,Books,69.05,5.61,74.66
10434,P4343,Electronics,67.26,0.25,67.51
10435,P3364,Home,14.55,7.35,21.9
10436,P9604,Sports,65.3,9.33,74.63
10437,P9793,Beauty,78.03,6.47,84.5
10438,P2579,Home,57.06,3.07,60.13
10438,P4215,Beauty,44.23,6.98,51.21
10439,P2724,Books,24.21,6.3,30.51
10440,P5370,Books,51.92,4.34,56.26
10440,P3379,Apparel,31.31,3.15,34.46
10440,P7308,Sports,63.34,7.15,70.49
10440,P3984,Books,9.37,1.66,11.03
10442,P4076,Sports,80.41,13.38,93.79
10443,P5305,Beauty,83.43,3.81,87.24
10443,P9429,Sports,40.08,6.26,46.34
10443,P5182,Home,32.04,7.5,39.54
10443,P9993,Home,68.87,4.09,72.96
10444,P9901,Home,59.9,0.32,60.22
10445,P8146,Apparel,113.76,3.96,117.72
10445,P9269,Sports,127.12,1.08,128.2
10445,P9370,Apparel,56.47,12.14,68.61
10446,P9692,Sports,52.71,1.27,53.98
10446,P9838,Sports,9.28,4.48,13.76
10446,P3732,Apparel,59.98,8.38,68.36
10447,P7947,Books,32.54,14.7,47.24
10447,P7567,Apparel,50.93,14.96,65.89
10448,P6105,Electronics,21.31,11.05,32.36
10448,P2094,Apparel,144.79,9.57,154.36
10448,P8879,Electronics,120.35,2.18,122.53
10450,P7406,Beauty,124.89,10.08,134.97
10450,P2155,Sports,38.56,13.01,51.57
10451,P6365,Apparel,74.96,10.49,85.45
10451,P9589,Electronics,103.12,8.12,111.24
10452,P6593,Apparel,11.12,8.22,19.34
10452,P5185,Home,80.04,0.34,80.38
10452,P3759,Electronics,54.75,3.58,58.33
10452,P5769,Books,59.81,6.67,66.48
10454,P8085,Apparel,122.35,9.27,131.62
10454,P5590,Beauty,16.66,1.46,18.12
10454,P9320,Books,104.54,12.61,117.15
10455,P8106,Apparel,85.37,3.09,88.46
10455,P8993,Books,43.79,13.88,57.67
10455,P9502,Sports,88.08,7.88,95.96
10455,P2615,Books,58.98,8.37,67.35
10456,P7911,Apparel,62.92,10.49,73.41
10457,P8548,Home,56.33,3.7,60.03
10458,P8074,Beauty,128.79,9.8,138.59
10459,P6389,Apparel,92.95,0.38,93.33
10460,P5074,Books,32.57,8.18,40.75
10460,P8507,Home,40.56,0.4,40.96
10460,P3631,Books,83.29,2.21,85.5
10461,P9818,Beauty,129.66,5,134.66
10461,P6186,Books,122.48,14.46,136.94
10462,P9146,Books,23.57,6.33,29.9
10463,P6744,Apparel,26.35,5.94,32.29
10463,P3608,Home,68.78,7.52,76.3
10463,P6087,Apparel,30.9,0.94,31.84
10463,P9818,Sports,60.5,4.71,65.21
10464,P6796,Home,28.28,4.74,33.02
10464,P5815,Beauty,26.62,5.37,31.99
10464,P4683,Sports,83.52,1.15,84.67
10464,P3539,Beauty,116.85,3.43,120.28
10465,P4587,Electronics,67.87,10.71,78.58
10465,P4538,Apparel,113.53,5.65,119.18
10465,P1340,Apparel,10.05,3.13,13.18
10466,P4149,Beauty,38.1,4.63,42.73
10466,P7547,Beauty,20.19,4.35,24.54
10466,P7342,Books,50.71,7.58,58.29
10466,P6963,Books,26.1,6.69,32.79
10467,P4845,Beauty,34.63,7.56,42.19
10467,P3203,Home,47.96,0.64,48.6
10467,P5045,Home,73.02,8.29,81.31
10468,P9314,Electronics,82.51,6.59,89.1
10468,P4732,Books,42.9,2.63,45.53
10469,P8540,Beauty,49.58,13.05,62.63
10469,P2059,Sports,74.15,9.22,83.37
10470,P1942,Electronics,91.94,8.72,100.66
10470,P2044,Home,79.79,11.02,90.81
10471,P1451,Books,50.6,3.93,54.53
10472,P7492,Beauty,60.81,7.92,68.73
10472,P5991,Apparel,57.48,2.6,60.08
10472,P9322,Home,23.83,6.71,30.54
10472,P6152,Beauty,16.9,4.54,21.44
10475,P2163,Books,72.52,5.53,78.05
10476,P3938,Books,33.88,3.04,36.92
10476,P2957,Apparel,14.69,14.5,29.19
10476,P7347,Home,23.37,14.76,38.13
10476,P6624,Beauty,65.91,7.4,73.31
10477,P4713,Electronics,32.81,5.52,38.33
10477,P6565,Home,135.5,8.7,144.2
10477,P1334,Beauty,105.53,7.2,112.73
10477,P7113,Sports,16.96,7.66,24.62
10479,P7141,Beauty,46.33,10.52,56.85
10479,P9162,Electronics,126.01,2.48,128.49
10479,P2588,Apparel,74.42,12.83,87.25
10480,P8220,Sports,64.88,2.76,67.64
10480,P9312,Books,133.58,12.04,145.62
10481,P3955,Home,146.54,1.68,148.22
10482,P6527,Electronics,44.62,5.07,49.69
10482,P7370,Beauty,78.4,4.61,83.01
10483,P6991,Books,49.07,2.84,51.91
10484,P2618,Books,90.45,10.44,100.89
10484,P9639,Sports,18.85,8.15,27
10484,P7458,Sports,75.06,6.61,81.67
10484,P3219,Sports,82.97,3.51,86.48
10485,P6267,Electronics,54.57,5.11,59.68
10485,P9152,Sports,53.96,4.05,58.01
10485,P9643,Home,81.8,7.28,89.08
10485,P9893,Electronics,25.2,0.93,26.13
10486,P1859,Beauty,20.36,8.1,28.46
10486,P9584,Books,74.09,6.2,80.29
10486,P1732,Apparel,45.49,5.72,51.21
10487,P6247,Beauty,80.08,7.5,87.58
10488,P2905,Electronics,77.89,1.73,79.62
10489,P6419,Apparel,106.43,14.27,120.7
10490,P1733,Apparel,39.66,8.03,47.69
10490,P5230,Apparel,19.07,2.36,21.43
10490,P6074,Beauty,67.28,6.81,74.09
10490,P5466,Apparel,90.54,6.26,96.8
10491,P7479,Beauty,33.82,0.12,33.94
10491,P4653,Electronics,79.91,5.01,84.92
10493,P7524,Apparel,79.57,2.16,81.73
10493,P5284,Home,47.64,2.39,50.03
10493,P4311,Electronics,65.26,3.32,68.58
10494,P8683,Apparel,15.57,8.36,23.93
10494,P7358,Beauty,14.17,1.92,16.09
10494,P2104,Apparel,12.15,5.82,17.97
10494,P3338,Apparel,39.78,3.11,42.89
10495,P3502,Books,30.53,4.78,35.31
10495,P3875,Home,72.98,2.11,75.09
10496,P4184,Sports,10.59,1.55,12.14
10496,P8217,Home,57.19,3.69,60.88
10496,P5715,Electronics,71.72,5.05,76.77
10498,P2067,Sports,81.19,0.48,81.67
10498,P3783,Beauty,46.21,0.15,46.36
10499,P4828,Home,8.61,7.57,16.18
10499,P7349,Electronics,35.49,4.72,40.21
10499,P1576,Sports,14.98,1.88,16.86
10501,P7325,Electronics,104.87,14.21,119.08
10502,P8850,Home,91.06,5.91,96.97
10502,P4667,Apparel,45.52,8.16,53.68
10502,P7364,Apparel,31.03,6.78,37.81
10504,P5912,Home,105.01,5.99,111
10504,P9871,Apparel,14.76,5.69,20.45
10506,P7648,Apparel,75.57,3.14,78.71
10506,P8410,Beauty,79.18,4.09,83.27
10506,P6534,Beauty,84.87,4.12,88.99
10506,P9682,Home,61.08,1.18,62.26
10507,P7688,Beauty,90.22,11.92,102.14
10507,P3315,Home,104.17,3.33,107.5
10507,P5920,Beauty,26.22,10.18,36.4
10508,P3567,Electronics,21.23,2.83,24.06
10508,P3954,Books,35.73,4.35,40.08
10508,P3823,Beauty,7.47,1.74,9.21
10508,P3553,Home,82.72,5.72,88.44
10509,P3139,Apparel,48.57,5.05,53.62
10509,P9693,Beauty,39.01,10.06,49.07
10510,P1351,Books,24.53,1.01,25.54
10511,P2081,Books,32.33,3.33,35.66
10511,P8317,Home,101.14,4.93,106.07
10512,P7712,Apparel,70.85,8.31,79.16
10512,P5607,Apparel,92.18,9.8,101.98
10513,P8289,Electronics,57.64,1.23,58.87
10513,P7241,Electronics,64.85,1.14,65.99
10514,P1325,Beauty,63.01,1.87,64.88
10514,P6566,Beauty,97.74,5.83,103.57
10514,P3210,Electronics,91.97,0.71,92.68
10515,P4229,Apparel,14.3,7.85,22.15
10515,P2361,Books,30.74,5.98,36.72
10515,P1261,Home,52.86,6.71,59.57
10515,P3769,Sports,75.46,3.51,78.97
10516,P4912,Beauty,56.78,2.6,59.38
10517,P5470,Beauty,88.86,3.01,91.87
10517,P2314,Books,88.77,5.86,94.63
10517,P1174,Home,51.83,1.17,53
10518,P7226,Home,65.83,14.11,79.94
10520,P6672,Beauty,63.68,1.16,64.84
10520,P5614,Books,27.23,1.69,28.92
10520,P2389,Home,12.65,3.94,16.59
10520,P2859,Books,80.53,7.55,88.08
10521,P2431,Electronics,32.83,12.51,45.34
10521,P6589,Electronics,11.8,0.21,12.01
10521,P8549,Sports,20.64,9.09,29.73
10523,P3272,Books,17.44,1.28,18.72
10523,P4040,Apparel,97.38,9.77,107.15
10523,P8093,Electronics,77.71,0.97,78.68
10524,P6249,Apparel,17.68,1.23,18.91
10524,P4232,Books,87.48,7.42,94.9
10525,P2003,Sports,113.23,7.32,120.55
10525,P3881,Beauty,37.32,0.1,37.42
10525,P4102,Apparel,48.74,13.7,62.44
10525,P4083,Books,28.46,11.88,40.34
10526,P4575,Sports,70.43,10,80.43
10526,P4944,Beauty,46.94,5.38,52.32
10526,P5123,Sports,11.41,13.9,25.31
10527,P8306,Sports,120.42,6.71,127.13
10528,P8385,Sports,48.61,13.1,61.71
10530,P6781,Apparel,75.94,0.52,76.46
10530,P7606,Beauty,61.83,5.7,67.53
10531,P7249,Electronics,102.7,9.18,111.88
10531,P8116,Books,24,4.26,28.26
10531,P4013,Books,106.18,1.76,107.94
10531,P3455,Apparel,18.07,4.56,22.63
10532,P9177,Apparel,38.05,9.46,47.51
10532,P8984,Beauty,73.75,13.29,87.04
10532,P2096,Books,19.1,15,34.1
10533,P9097,Sports,45.49,3.18,48.67
10533,P6046,Apparel,61.51,0.18,61.69
10533,P8028,Books,29.01,8.52,37.53
10533,P5618,Sports,24.38,1.75,26.13
10534,P4431,Electronics,75.49,6.5,81.99
10535,P8801,Home,55.29,7.57,62.86
10535,P6424,Home,49.11,4.85,53.96
10536,P4750,Home,66.88,4.81,71.69
10536,P5081,Books,52.08,1.99,54.07
10540,P9043,Apparel,68.33,0.86,69.19
10540,P5358,Beauty,66.27,9.38,75.65
10540,P5525,Electronics,51.21,8.19,59.4
10540,P1967,Books,21.09,8.93,30.02
10541,P6243,Sports,17.06,2.29,19.35
10541,P9786,Beauty,82.84,5.08,87.92
10541,P2972,Apparel,70.21,5.42,75.63
10541,P4193,Home,63.1,6.18,69.28
10542,P1414,Home,48.4,2.25,50.65
10544,P8276,Books,35.55,1.32,36.87
10544,P5521,Home,14.05,2.3,16.35
10544,P3668,Apparel,60.98,3.81,64.79
10544,P3030,Sports,15.68,8.03,23.71
10548,P6306,Sports,13.35,6.41,19.76
10548,P1565,Beauty,34.37,9.05,43.42
10548,P1645,Books,48.82,8.35,57.17
10548,P3160,Sports,17.54,10.59,28.13
10551,P6540,Electronics,120.28,15.17,135.45
10551,P9068,Electronics,70.49,11.71,82.2
10552,P8348,Sports,130.21,12.7,142.91
10552,P5272,Apparel,27.18,14.22,41.4
10553,P4811,Beauty,8.92,1.84,10.76
10553,P6234,Apparel,80.43,1.15,81.58
10554,P2113,Books,105.77,5.98,111.75
10555,P3689,Sports,138.76,7.94,146.7
10556,P4302,Sports,64.9,6.06,70.96
10556,P5265,Sports,47.71,3.06,50.77
10556,P1472,Beauty,27.76,4.45,32.21
10557,P4368,Beauty,68.68,6.24,74.92
10558,P4765,Home,77.92,10.1,88.02
10558,P4552,Sports,140.01,13.16,153.17
10558,P3964,Sports,13.87,0.2,14.07
10559,P6363,Beauty,147.63,6.03,153.66
10559,P3707,Beauty,153.05,9.35,162.4
10560,P5071,Sports,52.38,6.68,59.06
10560,P1511,Electronics,53.92,7.43,61.35
10560,P5493,Sports,9.52,0.09,9.61
10560,P3613,Electronics,29.39,3.21,32.6
10562,P5873,Electronics,27.55,5.49,33.04
10562,P5304,Electronics,76.04,2.53,78.57
10562,P4353,Beauty,78.52,7.46,85.98
10564,P8458,Electronics,14.43,6.09,20.52
10564,P1369,Sports,60.08,2.3,62.38
10566,P2067,Electronics,62.94,1.29,64.23
10566,P9149,Beauty,58.76,0.25,59.01
10566,P1217,Beauty,70.71,3.46,74.17
10566,P5601,Sports,75.96,5.52,81.48
10568,P5455,Apparel,102.37,0.3,102.67
10568,P1031,Apparel,35.89,5.63,41.52
10568,P8132,Books,13.54,7.07,20.61
10568,P4793,Sports,119.97,6.13,126.1
10569,P8475,Home,63.4,9.33,72.73
10570,P9859,Home,106.29,5.8,112.09
10570,P7668,Apparel,57.1,9.97,67.07
10573,P8073,Books,48.11,3.02,51.13
10573,P6452,Electronics,52.81,7.43,60.24
10573,P9834,Home,56.2,3.79,59.99
10573,P9296,Books,18.48,0.36,18.84
10576,P3612,Sports,32.38,5.31,37.69
10576,P4372,Sports,16.54,6.86,23.4
10577,P9214,Electronics,88.78,9.36,98.14
10577,P1066,Sports,11.25,1.11,12.36
10577,P3698,Home,99.79,7.07,106.86
10577,P6486,Books,29.59,7.55,37.14
10578,P2743,Apparel,50.84,6.3,57.14
10578,P4085,Apparel,55.81,3.81,59.62
10578,P9265,Books,5.65,6.66,12.31
10578,P6022,Electronics,44.42,7.69,52.11
10580,P2983,Apparel,13.82,0.48,14.3
10581,P5918,Books,37.2,5.86,43.06
10581,P8020,Home,36,1.75,37.75
10581,P1686,Sports,51.83,4.02,55.85
10582,P8759,Beauty,56.94,0.48,57.42
10583,P6751,Sports,95.93,5.16,101.09
10583,P1633,Books,64.05,0.34,64.39
10583,P5131,Beauty,94.7,1.06,95.76
10583,P2540,Sports,18.64,2.99,21.63
10584,P3103,Apparel,53.72,0.8,54.52
10584,P9295,Sports,73.23,6.56,79.79
10584,P5501,Beauty,11.02,1.52,12.54
10584,P9776,Books,49.9,6.73,56.63
10585,P9046,Home,67.6,7.7,75.3
10587,P2258,Beauty,14.2,1.3,15.5
10587,P7345,Apparel,43.4,2.09,45.49
10587,P7172,Books,68.85,7.6,76.45
10589,P2902,Books,75.14,10.93,86.07
10589,P1387,Electronics,34.35,2.05,36.4
10592,P1549,Books,48.21,3.51,51.72
10592,P2096,Home,39.8,5.89,45.69
10592,P6859,Electronics,12.44,7.37,19.81
10594,P9944,Sports,37.6,3.07,40.67
10596,P4805,Sports,70.56,8.74,79.3
10596,P7401,Apparel,31.86,2.08,33.94
10597,P3245,Sports,67.63,3.65,71.28
10597,P4498,Home,111.46,10.36,121.82
10597,P4508,Apparel,82.62,5.76,88.38
10598,P3382,Apparel,57.9,7.2,65.1
10599,P3698,Beauty,79.87,14.45,94.32
10600,P6250,Beauty,19.08,6.73,25.81
10600,P7122,Beauty,14.43,10.48,24.91
10600,P4681,Beauty,75.89,13.05,88.94
10601,P7660,Beauty,56.47,6.97,63.44
10601,P4954,Books,77.61,5.6,83.21
10602,P1506,Beauty,122.97,6.75,129.72
10602,P3384,Beauty,20.06,1.33,21.39
10602,P5601,Books,16.21,4.33,20.54
10603,P3248,Sports,58.08,8.43,66.51
10603,P6610,Beauty,42.43,7.7,50.13
10603,P5122,Sports,61.11,7.03,68.14
10603,P5734,Books,35.28,3.02,38.3
10604,P4922,Home,145.34,5.06,150.4
10604,P4143,Sports,38.25,15.17,53.42
10605,P4085,Home,26.29,3.56,29.85
10605,P5833,Sports,75.42,1.17,76.59
10605,P9892,Apparel,59.47,3.04,62.51
10605,P9521,Sports,30.78,6.71,37.49
10606,P7143,Apparel,75.16,6.8,81.96
10606,P8521,Apparel,36.3,6.02,42.32
10606,P2180,Sports,32.37,2.14,34.51
10607,P5539,Beauty,60.86,12.28,73.14
10607,P1835,Sports,73.89,2.47,76.36
10607,P2770,Beauty,80.91,6.06,86.97
10608,P9986,Electronics,133.74,4.33,138.07
10609,P6531,Books,56.69,0.1,56.79
10611,P5370,Home,39.3,1.94,41.24
10611,P1376,Sports,33.32,1.99,35.31
10611,P3815,Sports,51.39,6.41,57.8
10612,P3627,Apparel,53.35,0.16,53.51
10612,P5419,Electronics,55.92,5.73,61.65
10612,P7658,Beauty,17.05,2.29,19.34
10612,P3843,Apparel,27.28,5.69,32.97
10613,P8130,Electronics,10.86,10.47,21.33
10613,P8309,Sports,135.75,13.26,149.01
10613,P7693,Apparel,44.2,13.22,57.42
10614,P7228,Apparel,63.55,3.23,66.78
10614,P9053,Electronics,48.03,2.28,50.31
10614,P6276,Beauty,67.5,4.4,71.9
10614,P8244,Electronics,44.72,5.17,49.89
10615,P7187,Apparel,108.46,9.01,117.47
10615,P6148,Apparel,120.29,3.11,123.4
10615,P5762,Home,66.69,3.74,70.43
10616,P4998,Sports,87.54,9.49,97.03
10616,P1358,Books,70.92,4.47,75.39
10616,P1335,Beauty,59.31,3.55,62.86
10616,P7949,Beauty,46.82,4.4,51.22
10617,P9473,Apparel,22.84,8.7,31.54
10617,P1594,Sports,57.32,2,59.32
10617,P2474,Beauty,41.49,7.76,49.25
10617,P1820,Books,93.96,0.94,94.9
10619,P9528,Apparel,43.76,4.86,48.62
